epoch,iter,train_loss,val_loss
1,250,15.303585235595703,4.147344061631423
2,500,9.286061474368076,2.487182208134578
2,750,6.514214517593384,1.9662993023212139
3,1000,4.974231894168689,1.84505322265625
3,1250,3.890351514816284,1.7103497954148512
4,1500,3.233809476976742,1.8245487711979793
4,1750,2.8959182286262513,1.6982049378615158
5,2000,2.5619227522591483,1.6153714400071364
6,2250,2.4399010114074424,1.8027766770582934
6,2500,2.2098886556625366,1.8381930131178637
7,2750,2.0431597401945756,1.8492721475454477
7,3000,1.9435837905406952,1.7224983045137845
8,3250,1.9124486694851373,2.178934675363394
8,3500,2.3614952025413514,1.6153714400071364
9,3750,2.398611061328137,1.6153714400071364
10,4000,2.393836130356738,1.6153714400071364
10,4250,2.3633074254989626,1.6153714400071364
11,4500,2.390404811359445,1.6153714400071364
11,4750,2.382844799041748,1.6153714400071364
12,5000,2.3719715198109745,1.6153714400071364
12,5250,2.3871619663238524,1.6153714400071364
13,5500,2.418941218608702,1.6153714400071364
14,5750,2.330861893759701,1.6153714400071364
14,6000,2.3649866223335265,1.6153714400071364
15,6250,2.3660018750995744,1.6153714400071364
15,6500,2.406538688182831,1.6153714400071364
16,6750,2.3226751916685644,1.6153714400071364
16,7000,2.3685274491310118,1.6153714400071364
17,7250,2.3565116719103094,1.6153714400071364
18,7500,2.409262173825773,1.6153714400071364
18,7750,2.3620270075798033,1.6153714400071364
19,8000,2.393470148501521,1.6153714400071364
