epoch,iter,train_loss,val_loss
1,250,18.68077906036377,5.937485618004432
1,500,11.161581630706786,4.549321996835562
1,750,8.548702089309693,3.2506058103121243
2,1000,6.425030443443262,2.8150076587383563
2,1250,5.196365178108215,2.4718764214148887
2,1500,4.347387946128845,2.1740042349008415
2,1750,3.8638319711685183,2.217022740290715
3,2000,3.3611911125956935,2.086336161686824
3,2250,3.1546137008666992,1.907417975792518
3,2500,2.8362377252578734,1.9126314110389122
4,2750,2.673286642910035,1.759703777019794
4,3000,2.4520942802429198,1.6695888372567984
4,3250,2.435764387845993,1.7783477125901441
4,3500,2.298832401275635,1.6499725153996394
5,3750,2.080169136053095,1.8698928950383114
5,4000,2.1663522765636443,1.6930169947697566
5,4250,2.0582496151924135,1.6548728939936712
6,4500,2.324097904918966,1.6695888372567984
6,4750,2.3224870080947877,1.6695888372567984
6,5000,2.3110722670555113,1.6695888372567984
6,5250,2.3334923243522643,1.6695888372567984
7,5500,2.269558145860786,1.6695888372567984
7,5750,2.3499609665870667,1.6695888372567984
7,6000,2.2449608030319212,1.6695888372567984
8,6250,2.36169329890923,1.6695888372567984
8,6500,2.2328448610305784,1.6695888372567984
8,6750,2.3244128177165986,1.6695888372567984
8,7000,2.3980668592453003,1.6695888372567984
9,7250,2.304140578646604,1.6695888372567984
9,7500,2.3801601662635803,1.6695888372567984
9,7750,2.2804505949020384,1.6695888372567984
10,8000,2.342637620711428,1.6695888372567984
10,8250,2.372414216995239,1.6695888372567984
10,8500,2.291504128932953,1.6695888372567984
10,8750,2.2293786487579346,1.6695888372567984
11,9000,2.3367056895580145,1.6695888372567984
