epoch,iter,train_loss,val_loss
1,250,16.837068992614746,5.076327630849985
2,500,10.21369343622447,3.605189883305476
2,750,7.284882350921631,2.957352928161621
3,1000,5.703947140042093,2.7814755536592926
3,1250,4.534078855514526,2.4013134143535906
4,1500,3.6248066278269366,3.922017353938176
4,1750,3.2535606508255004,2.3040410831157976
5,2000,2.8018090481843427,2.190695694556603
6,2250,2.55032135347662,2.563538334773137
6,2500,2.3727111139297485,2.745911128117488
7,2750,2.2324111448813184,4.365214022122896
7,3000,2.1274609370231627,3.460114798912635
8,3250,2.011176002528213,2.152844206003042
8,3500,2.626730062007904,2.190695694556603
9,3750,2.646334458304245,2.190695694556603
10,4000,2.6141174113095724,2.190695694556603
10,4250,2.587476728439331,2.190695694556603
11,4500,2.6682719790591,2.190695694556603
11,4750,2.633068043708801,2.190695694556603
12,5000,2.6145325494501597,2.190695694556603
12,5250,2.622715281009674,2.190695694556603
13,5500,2.5976339617256348,2.190695694556603
14,5750,2.6315040211347647,2.190695694556603
14,6000,2.592783420562744,2.190695694556603
15,6250,2.660978177663726,2.190695694556603
15,6500,2.644300521373749,2.190695694556603
16,6750,2.634643096522934,2.190695694556603
16,7000,2.625372106075287,2.190695694556603
17,7250,2.624391355100508,2.190695694556603
18,7500,2.6137530945961993,2.190695694556603
18,7750,2.6144913868904114,2.190695694556603
19,8000,2.645704219058803,2.190695694556603
