epoch,iter,train_loss,val_loss
1,250,18.47263483428955,6.115707758976863
2,500,10.78975259510519,4.310166874812199
2,750,7.821230447769165,3.5655469912015474
3,1000,6.092867205650953,3.391134376525879
3,1250,4.915556651115417,3.119989487868089
4,1500,4.181866387498852,3.22803868161715
4,1750,3.6828204040527344,3.1056122958843524
5,2000,3.238882948933772,3.4029044060340294
6,2250,3.1038992180329723,3.6621487990159256
6,2500,2.803488943576813,3.0575625498845027
7,2750,2.5713333517413672,3.705162152803861
7,3000,2.468275661945343,3.0952080471332257
8,3250,2.329807825087308,3.679238065279447
8,3500,2.2374196305274965,3.403120049109826
9,3750,2.0363148916323968,3.8063038095327526
10,4000,2.60511039610755,3.0575625498845027
10,4250,2.601746597290039,3.0575625498845027
11,4500,2.661390561089861,3.0575625498845027
11,4750,2.5676046500205993,3.0575625498845027
12,5000,2.617333078450022,3.0575625498845027
12,5250,2.570508203983307,3.0575625498845027
13,5500,2.6413658606935977,3.0575625498845027
14,5750,2.579915675117095,3.0575625498845027
14,6000,2.5648131012916564,3.0575625498845027
15,6250,2.57557646389764,3.0575625498845027
15,6500,2.620981059074402,3.0575625498845027
16,6750,2.639226966188799,3.0575625498845027
16,7000,2.603169755458832,3.0575625498845027
17,7250,2.5739432293975306,3.0575625498845027
18,7500,2.6157955087112663,3.0575625498845027
18,7750,2.6140613889694215,3.0575625498845027
19,8000,2.597675130198152,3.0575625498845027
19,8250,2.6180751752853393,3.0575625498845027
20,8500,2.589870510628685,3.0575625498845027
