epoch,iter,train_loss,val_loss
1,250,17.50870425415039,5.390107982928936
2,500,10.383398433300158,3.7047995904775766
2,750,7.560326944351196,3.0778937507042516
3,1000,5.8519737380147205,2.9159519659189077
3,1250,4.777024025917053,2.6028945858295147
4,1500,3.8481894724213643,3.179314430823693
4,1750,3.558322169303894,2.4744790784395656
5,2000,3.0598451988308986,3.030708250779372
6,2250,2.722263014511935,2.6225839333167444
6,2500,2.5328474831581116,2.613363736079289
7,2750,2.392466803419117,2.7960451654287484
7,3000,2.233328236579895,3.1030604400634765
8,3250,3.080443502173441,2.4744790784395656
8,3500,3.1039100785255433,2.4744790784395656
9,3750,3.091565592572639,2.4744790784395656
10,4000,3.164459999282056,2.4744790784395656
10,4250,3.100246359348297,2.4744790784395656
11,4500,3.1375267594832734,2.4744790784395656
11,4750,3.1389051003456117,2.4744790784395656
12,5000,3.0624711260872552,2.4744790784395656
12,5250,3.087297396659851,2.4744790784395656
13,5500,3.109712697352096,2.4744790784395656
14,5750,3.125111182222494,2.4744790784395656
14,6000,3.151881399154663,2.4744790784395656
15,6250,3.097688274748645,2.4744790784395656
15,6500,3.114889534473419,2.4744790784395656
16,6750,3.076378623192113,2.4744790784395656
16,7000,3.1594262328147886,2.4744790784395656
17,7250,3.1430901329702,2.4744790784395656
18,7500,3.1584072654721256,2.4744790784395656
18,7750,3.1253153038024903,2.4744790784395656
