epoch,iter,train_loss,val_loss
1,250,15.697011390686034,4.488631246713491
2,500,9.749621254443586,2.645953737112192
2,750,6.607028017044067,2.080795624366173
3,1000,4.998766133234317,1.8011148247352013
3,1250,3.9489425077438356,1.7345663076547475
4,1500,3.2930469796906032,1.8020651978712816
4,1750,2.8875239887237547,1.6952094045785757
5,2000,2.54585078743064,1.6411638306837815
6,2250,2.3907543680149757,1.6276869500967173
6,2500,2.200534689426422,1.9387570290198692
7,2750,2.030421292932463,1.8986498266366811
7,3000,1.9700640392303468,1.8929767291729267
8,3250,1.8361043599554792,1.7883381065955528
8,3500,2.3899862747192384,1.6411638306837815
9,3750,2.4275589041755836,1.6411638306837815
10,4000,2.3837084713528633,1.6411638306837815
10,4250,2.3514268260002136,1.6411638306837815
11,4500,2.4043959368607077,1.6411638306837815
11,4750,2.4149938955307007,1.6411638306837815
12,5000,2.355256764414193,1.6411638306837815
12,5250,2.422133665561676,1.6411638306837815
13,5500,2.3914566822736862,1.6411638306837815
14,5750,2.384365436864648,1.6411638306837815
14,6000,2.3787364344596864,1.6411638306837815
15,6250,2.3816223779280077,1.6411638306837815
15,6500,2.418810131072998,1.6411638306837815
16,6750,2.392113719850939,1.6411638306837815
16,7000,2.3751581530570984,1.6411638306837815
17,7250,2.4050064750298175,1.6411638306837815
18,7500,2.366880987428178,1.6411638306837815
18,7750,2.4188729462623595,1.6411638306837815
19,8000,2.43495627844362,1.6411638306837815
