epoch,iter,train_loss,val_loss
1,250,18.125207000732424,6.530862052330604
1,500,10.933339330673217,4.410187741793119
1,750,8.32179349708557,3.310895774254432
2,1000,6.9875563352352215,2.9374459251990683
2,1250,5.132132008552551,2.804112403869629
2,1500,4.290403956413269,2.196648053095891
2,1750,3.8163465299606325,2.085820276113657
3,2000,3.225524901866077,2.0810197331355167
3,2250,3.058312866687775,1.9618812696016752
3,2500,2.786412031412125,1.7974043174156775
4,2750,2.6267403772890554,1.8650626490666316
4,3000,2.3453068919181823,1.7321072522676908
4,3250,2.3918347470760346,1.6982425912710337
4,3500,2.303815246105194,1.9132083998460037
5,3750,2.055384400671298,1.8984965826181266
5,4000,2.072881045103073,1.6286350162212666
5,4250,2.0413131694793702,1.8204806371835562
6,4500,1.9890008141097049,1.7950096412071814
6,4750,1.847846205472946,1.6821015736506535
6,5000,1.8087886867523193,1.66297213275616
6,5250,1.8164436116218567,1.738197650029109
7,5500,2.0059974518987786,1.6286350162212666
7,5750,1.9539389357566834,1.6286350162212666
7,6000,2.0415870883464815,1.6286350162212666
8,6250,1.971150619178197,1.6286350162212666
8,6500,1.8952584443092346,1.6286350162212666
8,6750,2.0573316519260407,1.6286350162212666
8,7000,1.9544445462226867,1.6286350162212666
9,7250,1.9680026871442138,1.6286350162212666
9,7500,1.9934174723625182,1.6286350162212666
9,7750,1.9437756609916688,1.6286350162212666
10,8000,1.9537740368727243,1.6286350162212666
10,8250,2.0126657586097716,1.6286350162212666
10,8500,2.005114568710327,1.6286350162212666
10,8750,1.9376411135196685,1.6286350162212666
11,9000,1.9797471488534195,1.6286350162212666
11,9250,1.959646983385086,1.6286350162212666
11,9500,1.923887708425522,1.6286350162212666
12,9750,1.9604367686786839,1.6286350162212666
12,10000,1.9295081689357758,1.6286350162212666
